Latitude 43.9047  longitude -110.641  elevation 6887 ft  time zone 0
Sun alt range for positions:  -90 to  5
Times in UT

   Date      Time  	 S Az	 S Alt	 M Az	 M Alt	Phase	M SD 	S Dir	S Sky	S Illm	M Dir	M Sky	M Illm	T Illm
2019-07-09 12:25:00	 63.31	  4.91	337.11	-46.62	0.509	0.264	  3188	  2618	  5806	0.0000	0.0000	0.0000	  5806
2019-07-10 02:30:00	296.52	  4.97	191.24	 39.59	0.576	0.268	  3259	  2633	  5893	0.0199	0.0025	0.0224	  5893
2019-07-10 02:35:00	297.36	  4.18	192.80	 39.39	0.576	0.268	  2301	  2406	  4707	0.0199	0.0025	0.0223	  4707
2019-07-10 02:40:00	298.20	  3.41	194.35	 39.17	0.576	0.268	  1493	  2152	  3646	0.0198	0.0025	0.0222	  3646
2019-07-10 02:45:00	299.04	  2.65	195.88	 38.92	0.576	0.268	 858.7	  1870	  2729	0.0196	0.0025	0.0221	  2729
2019-07-10 02:50:00	299.89	  1.90	197.40	 38.65	0.577	0.268	 410.8	  1560	  1971	0.0195	0.0024	0.0220	  1971
2019-07-10 02:55:00	300.75	  1.18	198.91	 38.36	0.577	0.268	 144.9	  1232	  1377	0.0194	0.0024	0.0218	  1377
2019-07-10 03:00:00	301.61	  0.48	200.41	 38.05	0.577	0.268	 26.86	 911.4	 938.3	0.0192	0.0024	0.0217	 938.3
2019-07-10 03:05:00	302.48	 -0.65	201.89	 37.71	0.577	0.268	0.0000	 466.1	 466.1	0.0191	0.0024	0.0215	 466.1
2019-07-10 03:10:00	303.36	 -1.40	203.36	 37.36	0.578	0.268	0.0000	 262.3	 262.3	0.0189	0.0024	0.0213	 262.3
2019-07-10 03:15:00	304.24	 -2.15	204.81	 36.98	0.578	0.268	0.0000	 137.4	 137.4	0.0187	0.0024	0.0211	 137.4
2019-07-10 03:20:00	305.13	 -2.89	206.24	 36.59	0.578	0.268	0.0000	 68.63	 68.63	0.0185	0.0024	0.0209	 68.65
2019-07-10 03:25:00	306.02	 -3.63	207.66	 36.17	0.578	0.268	0.0000	 33.29	 33.29	0.0183	0.0023	0.0207	 33.31
2019-07-10 03:30:00	306.93	 -4.35	209.06	 35.74	0.579	0.268	0.0000	 15.88	 15.88	0.0181	0.0023	0.0204	 15.90
2019-07-10 03:35:00	307.84	 -5.07	210.45	 35.28	0.579	0.268	0.0000	7.5190	7.5190	0.0179	0.0023	0.0202	7.5397
2019-07-10 03:40:00	308.76	 -5.77	211.82	 34.81	0.579	0.268	0.0000	3.5523	3.5523	0.0176	0.0023	0.0199	3.5727
2019-07-10 03:45:00	309.69	 -6.47	213.17	 34.32	0.580	0.268	0.0000	1.6813	1.6813	0.0174	0.0023	0.0197	1.7015
2019-07-10 03:50:00	310.62	 -7.16	214.50	 33.82	0.580	0.268	0.0000	0.7994	0.7994	0.0171	0.0022	0.0194	0.8193
2019-07-10 03:55:00	311.57	 -7.84	215.82	 33.30	0.580	0.268	0.0000	0.3827	0.3827	0.0169	0.0022	0.0191	0.4023
2019-07-10 04:00:00	312.52	 -8.51	217.12	 32.76	0.580	0.268	0.0000	0.1847	0.1847	0.0166	0.0022	0.0188	0.2040
2019-07-10 04:05:00	313.48	 -9.17	218.40	 32.20	0.581	0.268	0.0000	0.0900	0.0900	0.0163	0.0022	0.0185	0.1089
2019-07-10 04:10:00	314.45	 -9.82	219.66	 31.63	0.581	0.268	0.0000	0.0443	0.0443	0.0160	0.0021	0.0181	0.0629
2019-07-10 04:15:00	315.43	-10.45	220.91	 31.05	0.581	0.267	0.0000	0.0221	0.0221	0.0157	0.0021	0.0178	0.0403
2019-07-10 04:20:00	316.42	-11.08	222.14	 30.45	0.581	0.267	0.0000	0.0111	0.0111	0.0153	0.0021	0.0174	0.0291
2019-07-10 04:25:00	317.42	-11.70	223.35	 29.84	0.582	0.267	0.0000	0.0057	0.0057	0.0150	0.0021	0.0171	0.0232
2019-07-10 04:30:00	318.43	-12.30	224.54	 29.22	0.582	0.267	0.0000	0.0029	0.0029	0.0147	0.0020	0.0167	0.0201
2019-07-10 04:35:00	319.45	-12.89	225.72	 28.58	0.582	0.267	0.0000	0.0015	0.0015	0.0143	0.0020	0.0163	0.0184
2019-07-10 04:40:00	320.48	-13.47	226.89	 27.93	0.583	0.267	0.0000	0.0008	0.0008	0.0140	0.0020	0.0159	0.0173
2019-07-10 04:45:00	321.51	-14.04	228.03	 27.27	0.583	0.267	0.0000	0.0004	0.0004	0.0136	0.0019	0.0155	0.0165
2019-07-10 04:50:00	322.56	-14.59	229.16	 26.60	0.583	0.267	0.0000	0.0002	0.0002	0.0132	0.0019	0.0151	0.0159
2019-07-10 04:55:00	323.62	-15.13	230.28	 25.91	0.583	0.267	0.0000	0.0001	0.0001	0.0128	0.0019	0.0147	0.0153
2019-07-10 05:00:00	324.69	-15.66	231.38	 25.22	0.584	0.267	0.0000	0.0000	0.0000	0.0124	0.0019	0.0143	0.0149
2019-07-10 05:05:00	325.76	-16.18	232.47	 24.52	0.584	0.267	0.0000	0.0000	0.0000	0.0120	0.0018	0.0138	0.0144
2019-07-10 05:10:00	326.85	-16.68	233.54	 23.80	0.584	0.267	0.0000	0.0000	0.0000	0.0116	0.0018	0.0134	0.0139
2019-07-10 05:15:00	327.95	-17.16	234.60	 23.08	0.585	0.267	0.0000	0.0000	0.0000	0.0112	0.0018	0.0129	0.0135
2019-07-10 05:20:00	329.06	-17.63	235.64	 22.35	0.585	0.267	0.0000	0.0000	0.0000	0.0108	0.0017	0.0125	0.0130
2019-07-10 05:25:00	330.17	-18.09	236.67	 21.61	0.585	0.267	0.0000	0.0000	0.0000	0.0103	0.0017	0.0120	0.0125
2019-07-10 05:30:00	331.30	-18.53	237.69	 20.86	0.586	0.267	0.0000	0.0000	0.0000	0.0099	0.0017	0.0115	0.0120
2019-07-10 05:35:00	332.44	-18.95	238.70	 20.10	0.586	0.267	0.0000	0.0000	0.0000	0.0094	0.0016	0.0111	0.0116
2019-07-10 05:40:00	333.58	-19.36	239.69	 19.33	0.586	0.266	0.0000	0.0000	0.0000	0.0090	0.0016	0.0106	0.0111
2019-07-10 05:45:00	334.74	-19.76	240.67	 18.56	0.586	0.266	0.0000	0.0000	0.0000	0.0085	0.0016	0.0101	0.0106
2019-07-10 05:50:00	335.90	-20.13	241.64	 17.78	0.587	0.266	0.0000	0.0000	0.0000	0.0081	0.0015	0.0096	0.0101
2019-07-10 05:55:00	337.07	-20.49	242.61	 17.00	0.587	0.266	0.0000	0.0000	0.0000	0.0076	0.0015	0.0091	0.0096
2019-07-10 06:00:00	338.25	-20.84	243.56	 16.21	0.587	0.266	0.0000	0.0000	0.0000	0.0071	0.0015	0.0086	0.0091
2019-07-10 06:05:00	339.44	-21.16	244.50	 15.41	0.588	0.266	0.0000	0.0000	0.0000	0.0066	0.0014	0.0081	0.0086
2019-07-10 06:10:00	340.64	-21.47	245.43	 14.61	0.588	0.266	0.0000	0.0000	0.0000	0.0062	0.0014	0.0075	0.0080
2019-07-10 06:15:00	341.84	-21.76	246.35	 13.80	0.588	0.266	0.0000	0.0000	0.0000	0.0057	0.0013	0.0070	0.0075
2019-07-10 06:20:00	343.05	-22.03	247.26	 12.98	0.589	0.266	0.0000	0.0000	0.0000	0.0052	0.0013	0.0065	0.0070
2019-07-10 06:25:00	344.27	-22.28	248.17	 12.16	0.589	0.266	0.0000	0.0000	0.0000	0.0047	0.0013	0.0060	0.0065
2019-07-10 06:30:00	345.50	-22.52	249.07	 11.34	0.589	0.266	0.0000	0.0000	0.0000	0.0043	0.0012	0.0055	0.0060
2019-07-10 06:35:00	346.73	-22.74	249.96	 10.52	0.590	0.266	0.0000	0.0000	0.0000	0.0038	0.0012	0.0050	0.0055
2019-07-10 06:40:00	347.97	-22.93	250.84	  9.68	0.590	0.266	0.0000	0.0000	0.0000	0.0033	0.0011	0.0045	0.0050
2019-07-10 06:45:00	349.21	-23.11	251.72	  8.85	0.590	0.266	0.0000	0.0000	0.0000	0.0029	0.0011	0.0040	0.0045
2019-07-10 06:50:00	350.45	-23.27	252.59	  8.01	0.591	0.265	0.0000	0.0000	0.0000	0.0024	0.0010	0.0035	0.0040
2019-07-10 06:55:00	351.70	-23.41	253.45	  7.18	0.591	0.265	0.0000	0.0000	0.0000	0.0020	0.0010	0.0030	0.0035
2019-07-10 07:00:00	352.96	-23.53	254.31	  6.34	0.591	0.265	0.0000	0.0000	0.0000	0.0016	0.0009	0.0025	0.0030
2019-07-10 07:05:00	354.22	-23.63	255.16	  5.49	0.592	0.265	0.0000	0.0000	0.0000	0.0012	0.0009	0.0021	0.0026
2019-07-10 07:10:00	355.48	-23.71	256.01	  4.65	0.592	0.265	0.0000	0.0000	0.0000	0.0009	0.0008	0.0017	0.0022
2019-07-10 07:15:00	356.74	-23.78	256.85	  3.81	0.592	0.265	0.0000	0.0000	0.0000	0.0006	0.0007	0.0013	0.0018
2019-07-10 07:20:00	358.00	-23.82	257.69	  2.98	0.593	0.265	0.0000	0.0000	0.0000	0.0003	0.0006	0.0010	0.0015
2019-07-10 07:25:00	359.26	-23.84	258.53	  2.15	0.593	0.265	0.0000	0.0000	0.0000	0.0002	0.0005	0.0007	0.0012
2019-07-10 07:30:00	  0.53	-23.84	259.36	  1.34	0.593	0.265	0.0000	0.0000	0.0000	0.0000	0.0004	0.0005	0.0010
2019-07-10 07:35:00	  1.79	-23.82	260.19	  0.55	0.594	0.265	0.0000	0.0000	0.0000	0.0000	0.0003	0.0003	0.0008
2019-07-10 07:40:00	  3.06	-23.79	261.02	 -0.68	0.594	0.265	0.0000	0.0000	0.0000	0.0000	0.0001	0.0001	0.0006
2019-07-10 07:45:00	  4.32	-23.73	261.85	 -1.55	0.595	0.265	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0006
2019-07-10 07:50:00	  5.58	-23.65	262.67	 -2.43	0.595	0.265	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005
2019-07-10 07:55:00	  6.84	-23.55	263.49	 -3.30	0.595	0.264	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005
2019-07-10 08:00:00	  8.09	-23.44	264.31	 -4.18	0.596	0.264	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005
2019-07-10 08:05:00	  9.34	-23.30	265.14	 -5.06	0.596	0.264	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005
2019-07-10 08:10:00	 10.59	-23.15	265.96	 -5.94	0.596	0.264	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005
2019-07-10 08:15:00	 11.83	-22.97	266.78	 -6.82	0.597	0.264	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005
2019-07-10 08:20:00	 13.07	-22.78	267.60	 -7.70	0.597	0.264	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005
2019-07-10 08:25:00	 14.31	-22.57	268.42	 -8.58	0.598	0.264	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005
2019-07-10 08:30:00	 15.53	-22.33	269.24	 -9.46	0.598	0.264	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005
2019-07-10 08:35:00	 16.75	-22.08	270.07	-10.34	0.598	0.264	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005
2019-07-10 08:40:00	 17.96	-21.82	270.89	-11.22	0.599	0.264	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005
2019-07-10 08:45:00	 19.17	-21.53	271.72	-12.10	0.599	0.264	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005
2019-07-10 08:50:00	 20.37	-21.23	272.56	-12.98	0.599	0.264	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005
2019-07-10 08:55:00	 21.56	-20.90	273.39	-13.85	0.600	0.264	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005
2019-07-10 09:00:00	 22.74	-20.56	274.23	-14.73	0.600	0.263	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005
2019-07-10 09:05:00	 23.92	-20.21	275.07	-15.61	0.601	0.263	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005
2019-07-10 09:10:00	 25.08	-19.84	275.92	-16.48	0.601	0.263	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005
2019-07-10 09:15:00	 26.24	-19.45	276.77	-17.36	0.601	0.263	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005
2019-07-10 09:20:00	 27.39	-19.04	277.63	-18.23	0.602	0.263	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005
2019-07-10 09:25:00	 28.52	-18.62	278.50	-19.10	0.602	0.263	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005
2019-07-10 09:30:00	 29.65	-18.18	279.37	-19.96	0.603	0.263	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005
2019-07-10 09:35:00	 30.77	-17.73	280.24	-20.83	0.603	0.263	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005
2019-07-10 09:40:00	 31.88	-17.26	281.13	-21.69	0.604	0.263	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005
2019-07-10 09:45:00	 32.98	-16.78	282.02	-22.55	0.604	0.263	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005
2019-07-10 09:50:00	 34.07	-16.28	282.92	-23.41	0.604	0.263	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005
2019-07-10 09:55:00	 35.15	-15.77	283.83	-24.26	0.605	0.263	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0006
2019-07-10 10:00:00	 36.22	-15.24	284.75	-25.11	0.605	0.263	0.0000	0.0001	0.0001	0.0000	0.0000	0.0000	0.0006
2019-07-10 10:05:00	 37.28	-14.71	285.68	-25.96	0.606	0.263	0.0000	0.0002	0.0002	0.0000	0.0000	0.0000	0.0007
2019-07-10 10:10:00	 38.33	-14.15	286.63	-26.80	0.606	0.262	0.0000	0.0004	0.0004	0.0000	0.0000	0.0000	0.0009
2019-07-10 10:15:00	 39.37	-13.59	287.58	-27.64	0.607	0.262	0.0000	0.0007	0.0007	0.0000	0.0000	0.0000	0.0012
2019-07-10 10:20:00	 40.40	-13.01	288.54	-28.48	0.607	0.262	0.0000	0.0013	0.0013	0.0000	0.0000	0.0000	0.0018
2019-07-10 10:25:00	 41.42	-12.42	289.52	-29.30	0.607	0.262	0.0000	0.0026	0.0026	0.0000	0.0000	0.0000	0.0031
2019-07-10 10:30:00	 42.43	-11.82	290.51	-30.13	0.608	0.262	0.0000	0.0049	0.0049	0.0000	0.0000	0.0000	0.0054
2019-07-10 10:35:00	 43.43	-11.21	291.51	-30.95	0.608	0.262	0.0000	0.0097	0.0097	0.0000	0.0000	0.0000	0.0102
2019-07-10 10:40:00	 44.43	-10.58	292.53	-31.76	0.609	0.262	0.0000	0.0191	0.0191	0.0000	0.0000	0.0000	0.0196
2019-07-10 10:45:00	 45.41	 -9.95	293.56	-32.57	0.609	0.262	0.0000	0.0383	0.0383	0.0000	0.0000	0.0000	0.0388
2019-07-10 10:50:00	 46.38	 -9.30	294.61	-33.37	0.610	0.262	0.0000	0.0776	0.0776	0.0000	0.0000	0.0000	0.0781
2019-07-10 10:55:00	 47.35	 -8.65	295.67	-34.16	0.610	0.262	0.0000	0.1590	0.1590	0.0000	0.0000	0.0000	0.1595
2019-07-10 11:00:00	 48.30	 -7.98	296.75	-34.95	0.610	0.262	0.0000	0.3289	0.3289	0.0000	0.0000	0.0000	0.3294
2019-07-10 11:05:00	 49.25	 -7.30	297.85	-35.73	0.611	0.262	0.0000	0.6859	0.6859	0.0000	0.0000	0.0000	0.6864
2019-07-10 11:10:00	 50.19	 -6.62	298.97	-36.50	0.611	0.262	0.0000	1.4407	1.4407	0.0000	0.0000	0.0000	1.4412
2019-07-10 11:15:00	 51.12	 -5.92	300.11	-37.26	0.612	0.262	0.0000	3.0415	3.0415	0.0000	0.0000	0.0000	3.0420
2019-07-10 11:20:00	 52.04	 -5.21	301.27	-38.02	0.612	0.262	0.0000	6.4370	6.4370	0.0000	0.0000	0.0000	6.4375
2019-07-10 11:25:00	 52.95	 -4.50	302.45	-38.76	0.613	0.262	0.0000	 13.61	 13.61	0.0000	0.0000	0.0000	 13.61
2019-07-10 11:30:00	 53.86	 -3.78	303.65	-39.50	0.613	0.262	0.0000	 28.58	 28.58	0.0000	0.0000	0.0000	 28.58
2019-07-10 11:35:00	 54.75	 -3.05	304.87	-40.23	0.614	0.261	0.0000	 59.18	 59.18	0.0000	0.0000	0.0000	 59.18
2019-07-10 11:40:00	 55.65	 -2.31	306.12	-40.94	0.614	0.261	0.0000	 119.4	 119.4	0.0000	0.0000	0.0000	 119.4
2019-07-10 11:45:00	 56.53	 -1.56	307.39	-41.64	0.615	0.261	0.0000	 230.5	 230.5	0.0000	0.0000	0.0000	 230.5
2019-07-10 11:50:00	 57.41	 -0.81	308.69	-42.34	0.615	0.261	0.0000	 416.6	 416.6	0.0000	0.0000	0.0000	 416.6
2019-07-10 11:55:00	 58.28	  0.34	310.01	-43.02	0.615	0.261	 15.51	 848.6	 864.1	0.0000	0.0000	0.0000	 864.1
2019-07-10 12:00:00	 59.14	  1.03	311.36	-43.68	0.616	0.261	 109.9	  1164	  1274	0.0000	0.0000	0.0000	  1274
2019-07-10 12:05:00	 60.00	  1.75	312.73	-44.34	0.616	0.261	 341.1	  1493	  1834	0.0000	0.0000	0.0000	  1834
2019-07-10 12:10:00	 60.85	  2.49	314.14	-44.98	0.617	0.261	 749.9	  1808	  2558	0.0000	0.0000	0.0000	  2558
2019-07-10 12:15:00	 61.70	  3.25	315.57	-45.60	0.617	0.261	  1346	  2096	  3443	0.0000	0.0000	0.0000	  3443
2019-07-10 12:20:00	 62.54	  4.02	317.03	-46.21	0.618	0.261	  2120	  2355	  4475	0.0000	0.0000	0.0000	  4475
2019-07-10 12:25:00	 63.38	  4.80	318.52	-46.80	0.618	0.261	  3048	  2588	  5636	0.0000	0.0000	0.0000	  5636
2019-07-11 02:30:00	296.41	  4.90	176.03	 35.19	0.683	0.265	  3173	  2615	  5788	0.0244	0.0031	0.0276	  5788
2019-07-11 02:35:00	297.25	  4.11	177.50	 35.23	0.683	0.265	  2225	  2385	  4610	0.0245	0.0032	0.0276	  4610
2019-07-11 02:40:00	298.09	  3.34	178.97	 35.24	0.684	0.265	  1430	  2129	  3559	0.0245	0.0032	0.0277	  3559
2019-07-11 02:45:00	298.93	  2.58	180.44	 35.23	0.684	0.265	 810.6	  1843	  2654	0.0245	0.0032	0.0277	  2654
2019-07-11 02:50:00	299.78	  1.83	181.91	 35.19	0.684	0.265	 379.0	  1530	  1909	0.0245	0.0032	0.0277	  1909
2019-07-11 02:55:00	300.64	  1.11	183.38	 35.13	0.684	0.265	 128.3	  1201	  1330	0.0245	0.0032	0.0276	  1330
2019-07-11 03:00:00	301.50	  0.41	184.84	 35.05	0.685	0.265	 21.18	 882.2	 903.4	0.0244	0.0031	0.0276	 903.4
2019-07-11 03:05:00	302.37	 -0.72	186.30	 34.95	0.685	0.265	0.0000	 442.3	 442.3	0.0244	0.0031	0.0275	 442.3
2019-07-11 03:10:00	303.25	 -1.48	187.76	 34.83	0.685	0.265	0.0000	 246.5	 246.5	0.0243	0.0031	0.0274	 246.6
2019-07-11 03:15:00	304.13	 -2.23	189.21	 34.68	0.685	0.265	0.0000	 128.2	 128.2	0.0242	0.0031	0.0273	 128.2
2019-07-11 03:20:00	305.02	 -2.97	190.66	 34.52	0.686	0.265	0.0000	 63.67	 63.67	0.0241	0.0031	0.0272	 63.70
2019-07-11 03:25:00	305.92	 -3.71	192.09	 34.33	0.686	0.265	0.0000	 30.76	 30.76	0.0240	0.0031	0.0271	 30.78
2019-07-11 03:30:00	306.82	 -4.43	193.52	 34.12	0.686	0.265	0.0000	 14.63	 14.63	0.0238	0.0031	0.0269	 14.66
2019-07-11 03:35:00	307.74	 -5.15	194.95	 33.88	0.686	0.265	0.0000	6.9077	6.9077	0.0237	0.0031	0.0268	6.9350
2019-07-11 03:40:00	308.66	 -5.86	196.36	 33.63	0.686	0.265	0.0000	3.2564	3.2564	0.0235	0.0031	0.0266	3.2835
2019-07-11 03:45:00	309.58	 -6.55	197.76	 33.36	0.687	0.265	0.0000	1.5384	1.5384	0.0233	0.0031	0.0264	1.5653
2019-07-11 03:50:00	310.52	 -7.24	199.15	 33.06	0.687	0.265	0.0000	0.7303	0.7303	0.0231	0.0030	0.0261	0.7569
2019-07-11 03:55:00	311.47	 -7.92	200.53	 32.75	0.687	0.265	0.0000	0.3490	0.3490	0.0229	0.0030	0.0259	0.3754
2019-07-11 04:00:00	312.42	 -8.59	201.90	 32.42	0.687	0.265	0.0000	0.1682	0.1682	0.0226	0.0030	0.0256	0.1944
2019-07-11 04:05:00	313.38	 -9.25	203.25	 32.07	0.688	0.265	0.0000	0.0818	0.0818	0.0224	0.0030	0.0254	0.1077
2019-07-11 04:10:00	314.35	 -9.90	204.60	 31.69	0.688	0.265	0.0000	0.0402	0.0402	0.0221	0.0030	0.0251	0.0658
2019-07-11 04:15:00	315.33	-10.54	205.93	 31.30	0.688	0.265	0.0000	0.0200	0.0200	0.0218	0.0029	0.0248	0.0453
2019-07-11 04:20:00	316.32	-11.17	207.24	 30.90	0.688	0.265	0.0000	0.0101	0.0101	0.0215	0.0029	0.0244	0.0350
2019-07-11 04:25:00	317.32	-11.79	208.55	 30.47	0.689	0.265	0.0000	0.0051	0.0051	0.0212	0.0029	0.0241	0.0297
2019-07-11 04:30:00	318.33	-12.39	209.84	 30.03	0.689	0.265	0.0000	0.0027	0.0027	0.0209	0.0029	0.0237	0.0269
2019-07-11 04:35:00	319.35	-12.99	211.11	 29.57	0.689	0.265	0.0000	0.0014	0.0014	0.0205	0.0028	0.0234	0.0253
2019-07-11 04:40:00	320.38	-13.57	212.37	 29.09	0.689	0.265	0.0000	0.0007	0.0007	0.0202	0.0028	0.0230	0.0242
2019-07-11 04:45:00	321.42	-14.13	213.62	 28.60	0.690	0.265	0.0000	0.0004	0.0004	0.0198	0.0028	0.0226	0.0235
2019-07-11 04:50:00	322.47	-14.69	214.85	 28.09	0.690	0.265	0.0000	0.0002	0.0002	0.0194	0.0027	0.0221	0.0229
2019-07-11 04:55:00	323.53	-15.23	216.07	 27.57	0.690	0.265	0.0000	0.0001	0.0001	0.0190	0.0027	0.0217	0.0223
2019-07-11 05:00:00	324.60	-15.76	217.27	 27.03	0.690	0.264	0.0000	0.0000	0.0000	0.0186	0.0027	0.0213	0.0218
2019-07-11 05:05:00	325.68	-16.28	218.46	 26.48	0.691	0.264	0.0000	0.0000	0.0000	0.0181	0.0026	0.0208	0.0213
2019-07-11 05:10:00	326.76	-16.78	219.64	 25.91	0.691	0.264	0.0000	0.0000	0.0000	0.0177	0.0026	0.0203	0.0208
2019-07-11 05:15:00	327.86	-17.26	220.80	 25.33	0.691	0.264	0.0000	0.0000	0.0000	0.0172	0.0026	0.0198	0.0203
2019-07-11 05:20:00	328.97	-17.74	221.95	 24.74	0.691	0.264	0.0000	0.0000	0.0000	0.0168	0.0025	0.0193	0.0198
2019-07-11 05:25:00	330.09	-18.19	223.08	 24.13	0.692	0.264	0.0000	0.0000	0.0000	0.0163	0.0025	0.0188	0.0193
2019-07-11 05:30:00	331.22	-18.64	224.20	 23.52	0.692	0.264	0.0000	0.0000	0.0000	0.0158	0.0025	0.0183	0.0188
2019-07-11 05:35:00	332.36	-19.06	225.30	 22.89	0.692	0.264	0.0000	0.0000	0.0000	0.0153	0.0024	0.0177	0.0182
2019-07-11 05:40:00	333.50	-19.47	226.39	 22.24	0.692	0.264	0.0000	0.0000	0.0000	0.0148	0.0024	0.0171	0.0177
2019-07-11 05:45:00	334.66	-19.87	227.47	 21.59	0.693	0.264	0.0000	0.0000	0.0000	0.0142	0.0023	0.0166	0.0171
2019-07-11 05:50:00	335.82	-20.24	228.54	 20.93	0.693	0.264	0.0000	0.0000	0.0000	0.0137	0.0023	0.0160	0.0165
2019-07-11 05:55:00	337.00	-20.60	229.59	 20.25	0.693	0.264	0.0000	0.0000	0.0000	0.0131	0.0023	0.0154	0.0159
2019-07-11 06:00:00	338.18	-20.95	230.63	 19.57	0.693	0.264	0.0000	0.0000	0.0000	0.0126	0.0022	0.0148	0.0153
2019-07-11 06:05:00	339.37	-21.27	231.66	 18.88	0.694	0.264	0.0000	0.0000	0.0000	0.0120	0.0022	0.0142	0.0147
2019-07-11 06:10:00	340.57	-21.58	232.68	 18.17	0.694	0.264	0.0000	0.0000	0.0000	0.0114	0.0021	0.0136	0.0141
2019-07-11 06:15:00	341.78	-21.87	233.68	 17.46	0.694	0.264	0.0000	0.0000	0.0000	0.0109	0.0021	0.0129	0.0134
2019-07-11 06:20:00	342.99	-22.15	234.68	 16.74	0.695	0.264	0.0000	0.0000	0.0000	0.0103	0.0020	0.0123	0.0128
2019-07-11 06:25:00	344.21	-22.40	235.66	 16.01	0.695	0.264	0.0000	0.0000	0.0000	0.0097	0.0020	0.0117	0.0122
2019-07-11 06:30:00	345.44	-22.64	236.63	 15.28	0.695	0.263	0.0000	0.0000	0.0000	0.0091	0.0019	0.0110	0.0115
2019-07-11 06:35:00	346.67	-22.86	237.59	 14.53	0.695	0.263	0.0000	0.0000	0.0000	0.0085	0.0019	0.0103	0.0108
2019-07-11 06:40:00	347.91	-23.05	238.54	 13.78	0.696	0.263	0.0000	0.0000	0.0000	0.0078	0.0018	0.0097	0.0102
2019-07-11 06:45:00	349.15	-23.23	239.49	 13.02	0.696	0.263	0.0000	0.0000	0.0000	0.0072	0.0018	0.0090	0.0095
2019-07-11 06:50:00	350.40	-23.39	240.42	 12.26	0.696	0.263	0.0000	0.0000	0.0000	0.0066	0.0017	0.0084	0.0089
2019-07-11 06:55:00	351.65	-23.54	241.34	 11.48	0.697	0.263	0.0000	0.0000	0.0000	0.0060	0.0017	0.0077	0.0082
2019-07-11 07:00:00	352.91	-23.66	242.26	 10.71	0.697	0.263	0.0000	0.0000	0.0000	0.0054	0.0016	0.0070	0.0075
2019-07-11 07:05:00	354.17	-23.76	243.16	  9.92	0.697	0.263	0.0000	0.0000	0.0000	0.0048	0.0016	0.0064	0.0069
2019-07-11 07:10:00	355.43	-23.84	244.06	  9.13	0.697	0.263	0.0000	0.0000	0.0000	0.0042	0.0015	0.0057	0.0062
2019-07-11 07:15:00	356.70	-23.90	244.95	  8.34	0.698	0.263	0.0000	0.0000	0.0000	0.0036	0.0015	0.0051	0.0056
2019-07-11 07:20:00	357.96	-23.95	245.84	  7.54	0.698	0.263	0.0000	0.0000	0.0000	0.0030	0.0014	0.0044	0.0049
2019-07-11 07:25:00	359.23	-23.97	246.71	  6.74	0.698	0.263	0.0000	0.0000	0.0000	0.0025	0.0013	0.0038	0.0043
2019-07-11 07:30:00	  0.50	-23.97	247.58	  5.94	0.699	0.263	0.0000	0.0000	0.0000	0.0020	0.0012	0.0032	0.0037
2019-07-11 07:35:00	  1.76	-23.95	248.45	  5.13	0.699	0.263	0.0000	0.0000	0.0000	0.0015	0.0011	0.0026	0.0031
2019-07-11 07:40:00	  3.03	-23.92	249.31	  4.32	0.699	0.262	0.0000	0.0000	0.0000	0.0011	0.0010	0.0021	0.0026
2019-07-11 07:45:00	  4.29	-23.86	250.16	  3.52	0.700	0.262	0.0000	0.0000	0.0000	0.0007	0.0009	0.0016	0.0021
2019-07-11 07:50:00	  5.56	-23.78	251.01	  2.71	0.700	0.262	0.0000	0.0000	0.0000	0.0004	0.0008	0.0012	0.0017
