Latitude 43.9047  longitude -110.641  elevation 6887 ft  time zone 0
Sun alt range for positions:  -90 to  5
Times in UT

   Date      Time  	 S Az	 S Alt	 M Az	 M Alt	Phase	M SD 	S Dir	S Sky	S Illm	M Dir	M Sky	M Illm	T Illm
2019-06-24 02:35:00	298.65	  4.52	 44.81	-47.40	0.623	0.244	  2696	  2507	  5204	0.0000	0.0000	0.0000	  5204
2019-06-24 02:40:00	299.48	  3.75	 46.29	-46.77	0.623	0.244	  1833	  2270	  4103	0.0000	0.0000	0.0000	  4103
2019-06-24 02:45:00	300.33	  3.00	 47.74	-46.12	0.623	0.244	  1129	  2005	  3134	0.0000	0.0000	0.0000	  3134
2019-06-24 02:50:00	301.17	  2.25	 49.15	-45.46	0.622	0.244	 601.7	  1712	  2314	0.0000	0.0000	0.0000	  2314
2019-06-24 02:55:00	302.03	  1.53	 50.54	-44.79	0.622	0.244	 255.5	  1396	  1652	0.0000	0.0000	0.0000	  1652
2019-06-24 03:00:00	302.88	  0.83	 51.89	-44.10	0.621	0.244	 72.53	  1074	  1147	0.0000	0.0000	0.0000	  1147
2019-06-24 03:05:00	303.75	  0.16	 53.22	-43.41	0.621	0.244	5.7316	 773.7	 779.4	0.0000	0.0000	0.0000	 779.4
2019-06-24 03:10:00	304.62	 -0.99	 54.52	-42.69	0.620	0.244	0.0000	 364.7	 364.7	0.0000	0.0000	0.0000	 364.7
2019-06-24 03:15:00	305.50	 -1.72	 55.80	-41.97	0.620	0.244	0.0000	 200.9	 200.9	0.0000	0.0000	0.0000	 200.9
2019-06-24 03:20:00	306.39	 -2.45	 57.05	-41.24	0.620	0.244	0.0000	 104.4	 104.4	0.0000	0.0000	0.0000	 104.4
2019-06-24 03:25:00	307.28	 -3.17	 58.27	-40.50	0.619	0.244	0.0000	 52.30	 52.30	0.0000	0.0000	0.0000	 52.30
2019-06-24 03:30:00	308.18	 -3.89	 59.48	-39.74	0.619	0.244	0.0000	 25.63	 25.63	0.0000	0.0000	0.0000	 25.63
2019-06-24 03:35:00	309.09	 -4.59	 60.66	-38.98	0.618	0.244	0.0000	 12.41	 12.41	0.0000	0.0000	0.0000	 12.42
2019-06-24 03:40:00	310.01	 -5.28	 61.81	-38.21	0.618	0.244	0.0000	5.9869	5.9869	0.0000	0.0000	0.0000	5.9874
2019-06-24 03:45:00	310.93	 -5.97	 62.95	-37.43	0.618	0.244	0.0000	2.8878	2.8878	0.0000	0.0000	0.0000	2.8883
2019-06-24 03:50:00	311.86	 -6.64	 64.07	-36.65	0.617	0.244	0.0000	1.3978	1.3978	0.0000	0.0000	0.0000	1.3983
2019-06-24 03:55:00	312.80	 -7.31	 65.17	-35.85	0.617	0.244	0.0000	0.6806	0.6806	0.0000	0.0000	0.0000	0.6811
2019-06-24 04:00:00	313.75	 -7.97	 66.25	-35.05	0.617	0.244	0.0000	0.3340	0.3340	0.0000	0.0000	0.0000	0.3345
2019-06-24 04:05:00	314.71	 -8.61	 67.31	-34.24	0.616	0.244	0.0000	0.1654	0.1654	0.0000	0.0000	0.0000	0.1659
2019-06-24 04:10:00	315.68	 -9.25	 68.35	-33.43	0.616	0.244	0.0000	0.0827	0.0827	0.0000	0.0000	0.0000	0.0832
2019-06-24 04:15:00	316.65	 -9.87	 69.38	-32.61	0.615	0.244	0.0000	0.0418	0.0418	0.0000	0.0000	0.0000	0.0423
2019-06-24 04:20:00	317.64	-10.48	 70.40	-31.78	0.615	0.244	0.0000	0.0214	0.0214	0.0000	0.0000	0.0000	0.0219
2019-06-24 04:25:00	318.63	-11.08	 71.40	-30.95	0.615	0.244	0.0000	0.0111	0.0111	0.0000	0.0000	0.0000	0.0116
2019-06-24 04:30:00	319.64	-11.67	 72.38	-30.12	0.614	0.245	0.0000	0.0058	0.0058	0.0000	0.0000	0.0000	0.0063
2019-06-24 04:35:00	320.65	-12.25	 73.36	-29.28	0.614	0.245	0.0000	0.0031	0.0031	0.0000	0.0000	0.0000	0.0036
2019-06-24 04:40:00	321.67	-12.81	 74.32	-28.43	0.614	0.245	0.0000	0.0017	0.0017	0.0000	0.0000	0.0000	0.0022
2019-06-24 04:45:00	322.70	-13.37	 75.27	-27.58	0.613	0.245	0.0000	0.0009	0.0009	0.0000	0.0000	0.0000	0.0014
2019-06-24 04:50:00	323.75	-13.91	 76.20	-26.73	0.613	0.245	0.0000	0.0005	0.0005	0.0000	0.0000	0.0000	0.0010
2019-06-24 04:55:00	324.80	-14.43	 77.13	-25.88	0.612	0.245	0.0000	0.0003	0.0003	0.0000	0.0000	0.0000	0.0008
2019-06-24 05:00:00	325.86	-14.94	 78.05	-25.02	0.612	0.245	0.0000	0.0002	0.0002	0.0000	0.0000	0.0000	0.0007
2019-06-24 05:05:00	326.93	-15.44	 78.96	-24.16	0.612	0.245	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0006
2019-06-24 05:10:00	328.01	-15.93	 79.86	-23.29	0.611	0.245	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0006
2019-06-24 05:15:00	329.10	-16.40	 80.75	-22.42	0.611	0.245	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005
2019-06-24 05:20:00	330.20	-16.85	 81.63	-21.55	0.611	0.245	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005
2019-06-24 05:25:00	331.30	-17.29	 82.50	-20.68	0.610	0.245	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005
2019-06-24 05:30:00	332.42	-17.72	 83.37	-19.81	0.610	0.245	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005
2019-06-24 05:35:00	333.55	-18.12	 84.24	-18.93	0.610	0.245	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005
2019-06-24 05:40:00	334.68	-18.52	 85.09	-18.06	0.609	0.245	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005
2019-06-24 05:45:00	335.83	-18.90	 85.94	-17.18	0.609	0.245	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005
2019-06-24 05:50:00	336.98	-19.26	 86.79	-16.30	0.609	0.245	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005
2019-06-24 05:55:00	338.14	-19.60	 87.63	-15.42	0.608	0.245	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005
2019-06-24 06:00:00	339.31	-19.93	 88.47	-14.54	0.608	0.246	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005
2019-06-24 06:05:00	340.48	-20.24	 89.31	-13.66	0.608	0.246	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005
2019-06-24 06:10:00	341.66	-20.53	 90.14	-12.77	0.607	0.246	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005
2019-06-24 06:15:00	342.86	-20.80	 90.97	-11.89	0.607	0.246	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005
2019-06-24 06:20:00	344.05	-21.06	 91.80	-11.01	0.607	0.246	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005
2019-06-24 06:25:00	345.26	-21.30	 92.62	-10.13	0.606	0.246	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005
2019-06-24 06:30:00	346.46	-21.52	 93.45	 -9.25	0.606	0.246	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005
2019-06-24 06:35:00	347.68	-21.72	 94.27	 -8.36	0.606	0.246	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005
2019-06-24 06:40:00	348.90	-21.90	 95.09	 -7.48	0.605	0.246	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005
2019-06-24 06:45:00	350.12	-22.07	 95.92	 -6.60	0.605	0.246	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005
2019-06-24 06:50:00	351.35	-22.21	 96.74	 -5.73	0.605	0.246	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005
2019-06-24 06:55:00	352.58	-22.34	 97.56	 -4.85	0.604	0.246	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005
2019-06-24 07:00:00	353.82	-22.44	 98.39	 -3.97	0.604	0.246	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005
2019-06-24 07:05:00	355.05	-22.53	 99.21	 -3.10	0.604	0.246	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005
2019-06-24 07:10:00	356.29	-22.60	100.04	 -2.23	0.603	0.246	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005
2019-06-24 07:15:00	357.54	-22.65	100.87	 -1.36	0.603	0.246	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0006
2019-06-24 07:20:00	358.78	-22.68	101.70	 -0.49	0.603	0.246	0.0000	0.0000	0.0000	0.0000	0.0001	0.0001	0.0006
2019-06-24 07:25:00	  0.02	-22.69	102.53	  0.71	0.602	0.247	0.0000	0.0000	0.0000	0.0000	0.0003	0.0003	0.0008
2019-06-24 07:30:00	  1.26	-22.68	103.37	  1.50	0.602	0.247	0.0000	0.0000	0.0000	0.0000	0.0004	0.0005	0.0010
2019-06-24 07:35:00	  2.51	-22.65	104.21	  2.32	0.602	0.247	0.0000	0.0000	0.0000	0.0002	0.0005	0.0007	0.0012
2019-06-24 07:40:00	  3.75	-22.60	105.06	  3.14	0.602	0.247	0.0000	0.0000	0.0000	0.0003	0.0006	0.0009	0.0014
2019-06-24 07:45:00	  4.99	-22.53	105.91	  3.97	0.601	0.247	0.0000	0.0000	0.0000	0.0006	0.0006	0.0012	0.0017
2019-06-24 07:50:00	  6.23	-22.44	106.76	  4.80	0.601	0.247	0.0000	0.0000	0.0000	0.0008	0.0007	0.0016	0.0021
2019-06-24 07:55:00	  7.46	-22.33	107.62	  5.63	0.601	0.247	0.0000	0.0000	0.0000	0.0012	0.0008	0.0019	0.0024
2019-06-24 08:00:00	  8.69	-22.21	108.49	  6.46	0.600	0.247	0.0000	0.0000	0.0000	0.0015	0.0008	0.0023	0.0028
2019-06-24 08:05:00	  9.92	-22.06	109.36	  7.29	0.600	0.247	0.0000	0.0000	0.0000	0.0018	0.0009	0.0027	0.0032
2019-06-24 08:10:00	 11.14	-21.90	110.23	  8.12	0.600	0.247	0.0000	0.0000	0.0000	0.0022	0.0009	0.0032	0.0037
2019-06-24 08:15:00	 12.36	-21.71	111.12	  8.94	0.600	0.247	0.0000	0.0000	0.0000	0.0026	0.0010	0.0036	0.0041
2019-06-24 08:20:00	 13.58	-21.51	112.01	  9.76	0.599	0.247	0.0000	0.0000	0.0000	0.0030	0.0010	0.0040	0.0045
2019-06-24 08:25:00	 14.79	-21.29	112.90	 10.58	0.599	0.247	0.0000	0.0000	0.0000	0.0034	0.0011	0.0045	0.0050
2019-06-24 08:30:00	 15.99	-21.05	113.81	 11.39	0.599	0.247	0.0000	0.0000	0.0000	0.0038	0.0011	0.0049	0.0054
2019-06-24 08:35:00	 17.19	-20.79	114.72	 12.20	0.599	0.247	0.0000	0.0000	0.0000	0.0043	0.0011	0.0054	0.0059
2019-06-24 08:40:00	 18.38	-20.52	115.64	 13.00	0.598	0.247	0.0000	0.0000	0.0000	0.0047	0.0012	0.0058	0.0063
2019-06-24 08:45:00	 19.56	-20.23	116.57	 13.80	0.598	0.248	0.0000	0.0000	0.0000	0.0051	0.0012	0.0063	0.0068
2019-06-24 08:50:00	 20.74	-19.92	117.51	 14.59	0.598	0.248	0.0000	0.0000	0.0000	0.0055	0.0012	0.0067	0.0072
2019-06-24 08:55:00	 21.90	-19.59	118.46	 15.37	0.597	0.248	0.0000	0.0000	0.0000	0.0059	0.0013	0.0072	0.0077
2019-06-24 09:00:00	 23.06	-19.25	119.42	 16.15	0.597	0.248	0.0000	0.0000	0.0000	0.0063	0.0013	0.0076	0.0081
2019-06-24 09:05:00	 24.22	-18.88	120.39	 16.92	0.597	0.248	0.0000	0.0000	0.0000	0.0067	0.0013	0.0081	0.0086
2019-06-24 09:10:00	 25.36	-18.51	121.37	 17.69	0.597	0.248	0.0000	0.0000	0.0000	0.0072	0.0014	0.0085	0.0090
2019-06-24 09:15:00	 26.49	-18.11	122.36	 18.45	0.596	0.248	0.0000	0.0000	0.0000	0.0076	0.0014	0.0089	0.0094
2019-06-24 09:20:00	 27.62	-17.70	123.36	 19.19	0.596	0.248	0.0000	0.0000	0.0000	0.0080	0.0014	0.0094	0.0099
2019-06-24 09:25:00	 28.74	-17.28	124.37	 19.94	0.596	0.248	0.0000	0.0000	0.0000	0.0083	0.0014	0.0098	0.0103
2019-06-24 09:30:00	 29.84	-16.84	125.40	 20.67	0.596	0.248	0.0000	0.0000	0.0000	0.0087	0.0015	0.0102	0.0107
2019-06-24 09:35:00	 30.94	-16.38	126.44	 21.39	0.595	0.248	0.0000	0.0000	0.0000	0.0091	0.0015	0.0106	0.0112
2019-06-24 09:40:00	 32.03	-15.91	127.49	 22.11	0.595	0.248	0.0000	0.0000	0.0000	0.0095	0.0015	0.0110	0.0116
2019-06-24 09:45:00	 33.11	-15.43	128.55	 22.81	0.595	0.248	0.0000	0.0000	0.0000	0.0099	0.0016	0.0114	0.0120
2019-06-24 09:50:00	 34.18	-14.93	129.63	 23.51	0.595	0.248	0.0000	0.0002	0.0002	0.0102	0.0016	0.0118	0.0125
2019-06-24 09:55:00	 35.24	-14.42	130.73	 24.19	0.594	0.248	0.0000	0.0003	0.0003	0.0106	0.0016	0.0122	0.0130
2019-06-24 10:00:00	 36.29	-13.89	131.83	 24.86	0.594	0.248	0.0000	0.0005	0.0005	0.0109	0.0016	0.0126	0.0136
2019-06-24 10:05:00	 37.33	-13.35	132.95	 25.53	0.594	0.248	0.0000	0.0009	0.0009	0.0113	0.0017	0.0129	0.0144
2019-06-24 10:10:00	 38.37	-12.80	134.09	 26.18	0.594	0.248	0.0000	0.0017	0.0017	0.0116	0.0017	0.0133	0.0155
2019-06-24 10:15:00	 39.39	-12.23	135.24	 26.82	0.593	0.248	0.0000	0.0032	0.0032	0.0119	0.0017	0.0137	0.0173
2019-06-24 10:20:00	 40.40	-11.66	136.41	 27.44	0.593	0.248	0.0000	0.0059	0.0059	0.0122	0.0018	0.0140	0.0204
2019-06-24 10:25:00	 41.40	-11.07	137.59	 28.06	0.593	0.248	0.0000	0.0113	0.0113	0.0126	0.0018	0.0143	0.0261
2019-06-24 10:30:00	 42.40	-10.46	138.79	 28.66	0.593	0.249	0.0000	0.0218	0.0218	0.0129	0.0018	0.0147	0.0370
2019-06-24 10:35:00	 43.38	 -9.85	140.00	 29.24	0.593	0.249	0.0000	0.0426	0.0426	0.0131	0.0018	0.0150	0.0581
2019-06-24 10:40:00	 44.36	 -9.23	141.23	 29.82	0.592	0.249	0.0000	0.0843	0.0843	0.0134	0.0018	0.0153	0.1001
2019-06-24 10:45:00	 45.33	 -8.59	142.47	 30.37	0.592	0.249	0.0000	0.1687	0.1687	0.0137	0.0019	0.0156	0.1847
2019-06-24 10:50:00	 46.28	 -7.95	143.74	 30.92	0.592	0.249	0.0000	0.3407	0.3407	0.0140	0.0019	0.0159	0.3570
2019-06-24 10:55:00	 47.23	 -7.29	145.01	 31.44	0.592	0.249	0.0000	0.6945	0.6945	0.0142	0.0019	0.0161	0.7111
2019-06-24 11:00:00	 48.17	 -6.63	146.31	 31.95	0.591	0.249	0.0000	1.4265	1.4265	0.0145	0.0019	0.0164	1.4434
2019-06-24 11:05:00	 49.11	 -5.95	147.62	 32.45	0.591	0.249	0.0000	2.9475	2.9475	0.0147	0.0019	0.0167	2.9646
2019-06-24 11:10:00	 50.03	 -5.26	148.95	 32.93	0.591	0.249	0.0000	6.1111	6.1111	0.0149	0.0020	0.0169	6.1284
2019-06-24 11:15:00	 50.95	 -4.57	150.29	 33.39	0.591	0.249	0.0000	 12.67	 12.67	0.0151	0.0020	0.0171	 12.69
2019-06-24 11:20:00	 51.85	 -3.87	151.65	 33.83	0.591	0.249	0.0000	 26.15	 26.15	0.0154	0.0020	0.0174	 26.17
2019-06-24 11:25:00	 52.75	 -3.15	153.02	 34.25	0.590	0.249	0.0000	 53.35	 53.35	0.0155	0.0020	0.0176	 53.36
2019-06-24 11:30:00	 53.65	 -2.43	154.41	 34.66	0.590	0.249	0.0000	 106.4	 106.4	0.0157	0.0020	0.0178	 106.4
2019-06-24 11:35:00	 54.53	 -1.70	155.82	 35.04	0.590	0.249	0.0000	 204.5	 204.5	0.0159	0.0021	0.0180	 204.5
2019-06-24 11:40:00	 55.41	 -0.97	157.24	 35.41	0.590	0.249	0.0000	 370.5	 370.5	0.0161	0.0021	0.0181	 370.5
2019-06-24 11:45:00	 56.28	  0.18	158.67	 35.75	0.589	0.249	6.5762	 781.5	 788.1	0.0162	0.0021	0.0183	 788.1
2019-06-24 11:50:00	 57.15	  0.85	160.12	 36.08	0.589	0.249	 75.80	  1083	  1159	0.0164	0.0021	0.0185	  1159
2019-06-24 11:55:00	 58.01	  1.55	161.58	 36.38	0.589	0.249	 262.8	  1406	  1668	0.0165	0.0021	0.0186	  1668
2019-06-24 12:00:00	 58.86	  2.28	163.05	 36.67	0.589	0.249	 614.0	  1721	  2335	0.0166	0.0021	0.0187	  2335
2019-06-24 12:05:00	 59.71	  3.02	164.53	 36.93	0.589	0.249	  1147	  2013	  3159	0.0167	0.0021	0.0189	  3160
2019-06-24 12:10:00	 60.55	  3.77	166.03	 37.17	0.588	0.249	  1855	  2277	  4132	0.0168	0.0021	0.0190	  4132
2019-06-24 12:15:00	 61.39	  4.54	167.53	 37.38	0.588	0.249	  2722	  2514	  5236	0.0169	0.0021	0.0191	  5236
2019-06-25 02:35:00	298.60	  4.54	 28.70	-47.88	0.530	0.244	  2719	  2513	  5231	0.0000	0.0000	0.0000	  5231
2019-06-25 02:40:00	299.43	  3.77	 30.35	-47.44	0.530	0.245	  1852	  2275	  4127	0.0000	0.0000	0.0000	  4127
2019-06-25 02:45:00	300.28	  3.01	 31.98	-46.98	0.529	0.245	  1144	  2011	  3155	0.0000	0.0000	0.0000	  3155
2019-06-25 02:50:00	301.12	  2.27	 33.57	-46.49	0.529	0.245	 611.8	  1719	  2331	0.0000	0.0000	0.0000	  2331
2019-06-25 02:55:00	301.98	  1.55	 35.15	-45.99	0.529	0.245	 261.5	  1404	  1665	0.0000	0.0000	0.0000	  1665
2019-06-25 03:00:00	302.83	  0.85	 36.69	-45.47	0.528	0.245	 75.15	  1081	  1156	0.0000	0.0000	0.0000	  1156
2019-06-25 03:05:00	303.70	  0.18	 38.21	-44.93	0.528	0.245	6.3948	 779.8	 786.2	0.0000	0.0000	0.0000	 786.2
2019-06-25 03:10:00	304.57	 -0.97	 39.70	-44.37	0.527	0.245	0.0000	 369.1	 369.1	0.0000	0.0000	0.0000	 369.1
2019-06-25 03:15:00	305.45	 -1.71	 41.16	-43.80	0.527	0.245	0.0000	 203.6	 203.6	0.0000	0.0000	0.0000	 203.6
2019-06-25 03:20:00	306.34	 -2.44	 42.60	-43.21	0.526	0.245	0.0000	 105.9	 105.9	0.0000	0.0000	0.0000	 105.9
2019-06-25 03:25:00	307.23	 -3.16	 44.01	-42.60	0.526	0.245	0.0000	 53.06	 53.06	0.0000	0.0000	0.0000	 53.06
2019-06-25 03:30:00	308.13	 -3.87	 45.39	-41.98	0.526	0.245	0.0000	 26.00	 26.00	0.0000	0.0000	0.0000	 26.00
2019-06-25 03:35:00	309.04	 -4.58	 46.75	-41.34	0.525	0.245	0.0000	 12.59	 12.59	0.0000	0.0000	0.0000	 12.59
2019-06-25 03:40:00	309.95	 -5.27	 48.09	-40.69	0.525	0.245	0.0000	6.0700	6.0700	0.0000	0.0000	0.0000	6.0705
2019-06-25 03:45:00	310.88	 -5.96	 49.40	-40.02	0.524	0.245	0.0000	2.9265	2.9265	0.0000	0.0000	0.0000	2.9270
2019-06-25 03:50:00	311.81	 -6.63	 50.68	-39.35	0.524	0.245	0.0000	1.4159	1.4159	0.0000	0.0000	0.0000	1.4164
2019-06-25 03:55:00	312.75	 -7.30	 51.95	-38.66	0.524	0.245	0.0000	0.6890	0.6890	0.0000	0.0000	0.0000	0.6895
2019-06-25 04:00:00	313.70	 -7.95	 53.19	-37.96	0.523	0.245	0.0000	0.3379	0.3379	0.0000	0.0000	0.0000	0.3384
2019-06-25 04:05:00	314.66	 -8.60	 54.41	-37.24	0.523	0.245	0.0000	0.1672	0.1672	0.0000	0.0000	0.0000	0.1677
2019-06-25 04:10:00	315.62	 -9.24	 55.60	-36.52	0.522	0.245	0.0000	0.0836	0.0836	0.0000	0.0000	0.0000	0.0841
2019-06-25 04:15:00	316.60	 -9.86	 56.78	-35.79	0.522	0.245	0.0000	0.0423	0.0423	0.0000	0.0000	0.0000	0.0428
2019-06-25 04:20:00	317.59	-10.47	 57.94	-35.05	0.521	0.245	0.0000	0.0216	0.0216	0.0000	0.0000	0.0000	0.0221
2019-06-25 04:25:00	318.58	-11.08	 59.08	-34.29	0.521	0.245	0.0000	0.0112	0.0112	0.0000	0.0000	0.0000	0.0117
2019-06-25 04:30:00	319.58	-11.66	 60.20	-33.53	0.521	0.245	0.0000	0.0059	0.0059	0.0000	0.0000	0.0000	0.0064
2019-06-25 04:35:00	320.60	-12.24	 61.30	-32.76	0.520	0.245	0.0000	0.0031	0.0031	0.0000	0.0000	0.0000	0.0036
2019-06-25 04:40:00	321.62	-12.81	 62.39	-31.99	0.520	0.245	0.0000	0.0017	0.0017	0.0000	0.0000	0.0000	0.0022
2019-06-25 04:45:00	322.65	-13.36	 63.45	-31.20	0.519	0.245	0.0000	0.0009	0.0009	0.0000	0.0000	0.0000	0.0014
2019-06-25 04:50:00	323.69	-13.90	 64.51	-30.41	0.519	0.246	0.0000	0.0005	0.0005	0.0000	0.0000	0.0000	0.0010
2019-06-25 04:55:00	324.74	-14.43	 65.54	-29.61	0.519	0.246	0.0000	0.0003	0.0003	0.0000	0.0000	0.0000	0.0008
2019-06-25 05:00:00	325.80	-14.94	 66.57	-28.81	0.518	0.246	0.0000	0.0002	0.0002	0.0000	0.0000	0.0000	0.0007
2019-06-25 05:05:00	326.87	-15.44	 67.58	-28.00	0.518	0.246	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0006
2019-06-25 05:10:00	327.95	-15.92	 68.57	-27.18	0.517	0.246	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0006
2019-06-25 05:15:00	329.04	-16.40	 69.56	-26.35	0.517	0.246	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005
2019-06-25 05:20:00	330.14	-16.85	 70.53	-25.53	0.517	0.246	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005
2019-06-25 05:25:00	331.25	-17.29	 71.49	-24.69	0.516	0.246	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005
2019-06-25 05:30:00	332.37	-17.72	 72.43	-23.85	0.516	0.246	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005
2019-06-25 05:35:00	333.49	-18.13	 73.37	-23.01	0.516	0.246	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005
2019-06-25 05:40:00	334.63	-18.52	 74.30	-22.17	0.515	0.246	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005
2019-06-25 05:45:00	335.77	-18.90	 75.22	-21.31	0.515	0.246	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005
2019-06-25 05:50:00	336.92	-19.26	 76.13	-20.46	0.514	0.246	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005
2019-06-25 05:55:00	338.08	-19.61	 77.03	-19.60	0.514	0.246	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005
2019-06-25 06:00:00	339.25	-19.93	 77.92	-18.74	0.514	0.246	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005
2019-06-25 06:05:00	340.43	-20.24	 78.81	-17.88	0.513	0.246	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005
2019-06-25 06:10:00	341.61	-20.54	 79.69	-17.01	0.513	0.246	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005
2019-06-25 06:15:00	342.80	-20.81	 80.56	-16.14	0.513	0.246	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005
2019-06-25 06:20:00	344.00	-21.07	 81.43	-15.27	0.512	0.247	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005
2019-06-25 06:25:00	345.20	-21.31	 82.29	-14.40	0.512	0.247	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005
2019-06-25 06:30:00	346.41	-21.53	 83.15	-13.52	0.511	0.247	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005
2019-06-25 06:35:00	347.62	-21.73	 84.00	-12.64	0.511	0.247	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005
2019-06-25 06:40:00	348.84	-21.92	 84.85	-11.76	0.511	0.247	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005
2019-06-25 06:45:00	350.07	-22.08	 85.69	-10.88	0.510	0.247	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005
2019-06-25 06:50:00	351.29	-22.23	 86.53	-10.00	0.510	0.247	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005
2019-06-25 06:55:00	352.53	-22.35	 87.37	 -9.12	0.510	0.247	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005
2019-06-25 07:00:00	353.76	-22.46	 88.21	 -8.24	0.509	0.247	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005
2019-06-25 07:05:00	355.00	-22.55	 89.04	 -7.35	0.509	0.247	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005
2019-06-25 07:10:00	356.24	-22.62	 89.87	 -6.47	0.509	0.247	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005
2019-06-25 07:15:00	357.48	-22.67	 90.70	 -5.58	0.508	0.247	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005
2019-06-25 07:20:00	358.73	-22.70	 91.53	 -4.70	0.508	0.247	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005
2019-06-25 07:25:00	359.97	-22.71	 92.36	 -3.81	0.508	0.247	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005
2019-06-25 07:30:00	  1.21	-22.70	 93.19	 -2.93	0.507	0.247	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005
2019-06-25 07:35:00	  2.45	-22.67	 94.02	 -2.05	0.507	0.248	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005
2019-06-25 07:40:00	  3.70	-22.62	 94.85	 -1.16	0.507	0.248	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0006
2019-06-25 07:45:00	  4.94	-22.55	 95.69	  0.13	0.506	0.248	0.0000	0.0000	0.0000	0.0000	0.0002	0.0002	0.0007
2019-06-25 07:50:00	  6.17	-22.47	 96.52	  0.91	0.506	0.248	0.0000	0.0000	0.0000	0.0000	0.0002	0.0002	0.0007
2019-06-25 07:55:00	  7.41	-22.36	 97.35	  1.73	0.506	0.248	0.0000	0.0000	0.0000	0.0000	0.0003	0.0004	0.0009
2019-06-25 08:00:00	  8.64	-22.23	 98.19	  2.56	0.505	0.248	0.0000	0.0000	0.0000	0.0002	0.0004	0.0005	0.0010
2019-06-25 08:05:00	  9.87	-22.09	 99.03	  3.40	0.505	0.248	0.0000	0.0000	0.0000	0.0003	0.0004	0.0007	0.0012
