Site,SampleDate,Anpa,Epfu,Euma,Laci,Lano,Myca,Myci,Myev,Mylu,Myth,Myvo,Myyu,TreatStart,TreatEnd,Color,Intensity,LatencyDays,SiteClass,MoonPct,Yday,Year,MoonScale,YdayScale,LatencyScale,IntensityScale
SHLA1,2020-08-16,0,10,0,11,553,0,0,0,75,0,0,0,2020-08-15,2020-08-22,W,95,1,Lit,0.0637934409959118,229,2020,-0.605687516644331,0.324004211579324,-0.137445497847896,0.449529934372588
SHLA1,2020-08-17,1,9,0,104,729,0,0,0,58,0,0,0,2020-08-15,2020-08-22,W,95,2,Lit,0.0220239375634988,230,2020,-0.664765275878293,0.346870454210666,-0.0952567115031851,0.449529934372588
SHLA1,2020-08-18,0,2,0,102,840,0,0,0,113,0,2,0,2020-08-15,2020-08-22,W,95,3,Lit,0.00181115292134421,231,2020,-0.693353741778286,0.369736696842007,-0.0530679251584741,0.449529934372588
SHLA1,2020-08-19,0,13,0,400,594,0,0,0,33,0,0,0,2020-08-15,2020-08-22,W,95,4,Lit,0.00406668358810969,232,2020,-0.690163574629385,0.392602939473349,-0.0108791388137631,0.449529934372588
SHLA1,2020-08-20,0,17,0,692,356,0,0,0,58,0,0,1,2020-08-15,2020-08-22,W,95,5,Lit,0.0286888051383653,233,2020,-0.655338650959198,0.41546918210469,0.031309647530948,0.449529934372588
SHLA1,2020-08-21,0,3,0,725,613,0,0,0,15,0,0,0,2020-08-15,2020-08-22,W,95,6,Lit,0.0745670599739748,234,2020,-0.590449574706756,0.438335424736032,0.073498433875659,0.449529934372588
SHLA1,2020-08-22,0,25,0,309,971,0,0,0,36,0,0,0,2020-08-22,2020-08-29,R,95,0,Lit,0.139632338957872,235,2020,-0.498422842990371,0.461201667367373,-0.179634284192607,0.449529934372588
SHLA1,2020-08-23,1,40,0,268,880,0,0,0,37,0,0,0,2020-08-22,2020-08-29,R,95,1,Lit,0.220950198229093,236,2020,-0.383408861097579,0.484067909998715,-0.137445497847896,0.449529934372588
SHLA1,2020-08-24,0,9,0,656,347,0,0,0,14,0,0,0,2020-08-22,2020-08-29,R,95,2,Lit,0.314853202611204,237,2020,-0.250594759220391,0.506934152630057,-0.0952567115031851,0.449529934372588
SHLA1,2020-08-25,0,6,0,526,162,0,0,0,12,0,2,0,2020-08-22,2020-08-29,R,95,3,Lit,0.417106326925869,238,2020,-0.10597045290186,0.529800395261398,-0.0530679251584741,0.449529934372588
SHLA1,2020-08-26,0,26,0,4,597,0,0,0,15,0,0,0,2020-08-22,2020-08-29,R,95,4,Lit,0.52309795561417,239,2020,0.0439415021347875,0.55266663789274,-0.0108791388137631,0.449529934372588
